,username,date,title,replies,views,text,Year

185,Ingmar777,2013-01-19,what are the best science fiction book series' ever?,0,309,"Hey everybody - new to sffworld, but pleased by what i see so far.
I'd like to know what everyone out there thinks are the best science fiction series' of all time. Books only, though it's ok if they made it into a movie. Classics, new stuff, hard, soft, cyberpunk - whatever - so long as it's a series . . .",2013

186,TooNice,2011-07-15,Books similar to/as good as Altered Carbon?,9,7000,"I read this not too recently and absolutely loved it, but Morgan's other work left me underwhelmed. I didn't enjoy the alien angle of broken angels or the somewhat...desultory plot direction of woken furies (only way i can describe it really). So could anyone mention something in a similar vein that I might enjoy? I'm not really sure if it was the hard boiled side or the cyperpunk side that made me love Altered Carbon more, the unique combination of the two, or maybe even Takeshi Kovacs himself, but I definitely loved all of that along with the grim tone to it all. I was thinking of getting something like Snow Crash or Neuromancer, but honestly I don't know....I've always been more of a Space Opera kind of guy when it comes to Sci-fi.Thanks.Also what are some of Morgan's stand alone books like? Any that are really worth checking out?",2011

187,Eokaeloki,2012-10-13,Sci fi assassin type of books to recommend?,9,7000,"Im thinking of SPACE/sci fi type of assassin style of novels. or even mercenary. it has to be in space, or just really futuristic. kinda like dues ex but in space and less cyberpunk. are there such titles around?? 

Ive been reading space opera books like enders game and old man's war, and now im looking for something of smaller scale, like some skilled assassin/mercenary or even thief story which revolves around the characters and setting, instead of big epic battles. 
The main character could be an assassin/mercenary/thief/bounty hunter. for example, the upcoming star wars game, 'Star Wars 1313' features a bounty hunter adventure and trying to uncover a truth to a criminal conspiracy. is there any books out there similar to this? but not star wars? or like kasumi goto from mass effect, a master thief in space! 

thanks guys! Im new here btw..",2012

188,krisbslick,2012-11-13,Science Fiction Terms that are now used in Real Life,4,2000,"Hey All!

I was watching this pretty cool interview with Iain M. Banks, Alastair Reynolds and Peter F. Hamilton:

https://www.youtube.com/watch?v=aZnZnza8Kng

But it got me thinking... around the 20 minute mark, the authors touch on some science fiction inventions/terms/ideas that have actually gone from the page to real life.  Along the lines of: Jules Verne's submarine (not sure if he invented the concept though) or Heinlein inventing the waterbed (according to Hamilton in the interview) or  that touchscreens were brought to public awareness in Star Trek and a Hitchhiker's Guide to the galaxy or that automatic sliding doors were a science fiction concept at first.  I'm sure the list goes on and on... 

I'm interested to see what else was derived from science fiction media and now has application or is used in everyday life. So when my friends give me a hard time with my book choices and tell me that science fiction is just fantasy (which gets me real heated - but that's a different topic for another day), I can tell them, ""Hey, without Star Trek or a Hitchhiker's Guide to the galaxy, you wouldn't have your precious touchscreen iPhone."" 

I'm also looking for science fiction authors who ""coined"" terms that are now widely used.  (i.e. William Gibson coined the term ""cyberspace"")

Thanks!",2012

189,The Master™,2012-05-11,Top 50 Sci-Fi Books,61,9000,"I was reading the Forbidden Planet website today, and came across this curiosity... The Top 50 Sci-Fi books, you should read, according to them...

Some interesting choices and some obvious ones...

Personally, I have only read the ones in red:

50. Embassytown
49. Zoo City
48. The Windup Girl
47. Uplift: Book 1: Sundiver
46. The Reality Dysfunction
45. Cat's Cradle
44. SF Masterworks: The Difference Engine
43. SF Masterworks: Centauri Device
42. The Drowned World
41. SF Masterworks: Pavane
40. Make Room! Make Room!
39. The Player Of Games
38. Altered Carbon (GOT THE BOOK IN MY PILE STILL TO READ)
37. SF Masterworks: Dying Inside
36. The Hitchhiker's Guide to the Galaxy: The Trilogy Of Four
35. SF Masterworks: Blood Music
34. S.F. Masterworks: Lord Of Light
33. SF Masterworks: Rendezvous With Rama
32. Zones Of Thought: A Fire Upon The Deep & A Deepness In The Sky
31. Mars: Book 1: Red Mars
30. SF Masterworks: Ubik
29. Fahrenheit 451
28. The Death Of Grass
27. SF Masterworks: Inverted World
26. SF Masterworks: The Female Man
25. SF Masterworks: Helliconia: Hellonica Spring, Helliconia Summer, & Helliconia Winter
24. S.F. Masterworks: I Am Legend
23. Day Of The Triffids
22. War Of The Worlds
21. The Moon Is A Harsh Mistress
20. A Canticle For Leibowitz
19. Ender's Game
18. Snow Crash
17. Foundation
16. S.F. Masterworks: The Stars My Destination
15. SF Masterworks: Flowers For Algernon
14. SF Masterworks: Stand On Zanzibar
13. Left Hand Of Darkness
12. S.F. Masterworks: Babel 17
11. Ringworld
10. SF Masterworks: Timescape
9. Childhood's End
8. The Man In The High Castle
7. S.F. Masterworks: Gateway
6. SF Masterworks: Dispossed
5. SF Masterworks: The Demolished Man
4. Neuromancer
3. Fantasy Masterworks: Book Of The New Sun Book 1 & Shadow & Claw Book 1
2. S.F. Masterworks: The Forever War
1. Dune


Shame that BrAVE NEW WORLD is missing from the list...",2012

190,Werthead,2012-07-16,Ready Player One by Ernest Cline,3,1000,"2044. The climate is wrecked, oil resources have been depleted and the world economy has still not fully recovered from the excesses of the turn of the century. Wade Watts, like millions of other teenagers, escapes the real world by playing in the OASIS, a computer programme that has combined the old Internet and numerous MMORPGs into a virtual reality existence. Five years ago the founder of the OASIS died, leaving his multi-billion-dollar fortune to whoever can solve an elaborate puzzle he left behind in the game. Millions have tried and failed...until Wade stumbles across a key clue. Suddenly a race is on: Wade and several fellow gamers competing with one another and a sinister corporation to be the first to win the prize.

Ready Player One is the debut novel by writer Ernest Cline, whose previous genre credit of note was co-writing the 2009 movie Fanboys. Ready Player One, like that movie, is a geek-centric, nostalgia-heavy paean for the past. In this case, Cline references early video games, 'classic' movies of the 1980s and various TV shows and bands as he creates a cultural landscape which Wade must delve into to solve the puzzles left for him and millions of fellow gamers.

The book is mostly set within the OASIS, with the world outside described fairly perfunctorily. There are allusions to ecological catastrophe, peak oil, climate change and the breakdown of society, but these elements are not developed very far at all. Within the OASIS things are more engaging, with Cline creating worlds dedicated entirely to 1980s video games or to fantastical environments where the rules of nature are twisted. It's basically Second Life meets Tad Williams's Otherworld with a dash of EVE Online and World of WarCraft on top and is described vividly and energetically. However, the creations are usually built on cultural references with Cline contributing little that is original.

This is Ready Player One's key weakness. The book is a nostalgia-fest, a romp through 1980s video arcades, ancient home consoles, old-skool Dungeons and Dragons campaigns and repeated viewings of movies like Ladyhawke and WarGames. For those who get the references, it's great fun. For those who don't, the book struggles a little. Being born seven years after Cline (and the creator of the OASIS in the book), I got a lot of the references but others, particularly to the very earliest days of home gaming, were unfamiliar. Cline, to his credit, does try to explain each reference in as concise a manner as possible, but this has a tendency to slow down the narrative whilst not necessarily helping very much (my visual imagining of Joust was very different to the reality of the game when I finally looked it up online).

The characters are straightforward archetypes, veering very little away from the standard. Main character Wade is an awkward, non-confident nerd living with an unsympathetic extended family and being irrationally blamed for their misfortunes (when we get a glimpse of Wade's home life I was half-expecting him to be sleeping a small cupboard, Potter-style). Cline shows a rare burst of imagination in suggesting that in the future, trailer parks will be overcrowded to the point of having trailers stacked on top of one another with supporting framework and these will sometimes collapse, to no-one's particular interest. The other characters are likewise standard: Art3mis is the cute-but-determined geek girl, Aech is the loyal best friend and two supporting Japanese characters are awesome with swords and much-concerned with honour, which is an unfortunate stereotype. There are a few surprises given that we only know these characters through their online avatars and their 'true' selves turn out to be rather different, but again there are few real surprises here. The villains are, well, snarling caricatures of evil whose motivations are unconvincing and whose chief representative, Sorrento, is a laughable cartoon character at best.

So, we have a book which contributes little of its own to the genre, competently-executed protagonists and awful antagonists. Normally this would be enough to consign a book to the mediocre pile, but Ready Player One still manages to rise above this. Cline's narrative has pace, verve and energy. His ideas are standard but they are handled well, and some of Wade's less laudable activities raise issues about how healthy it is to live your life online or in computer games. Cline is celebrating nostalgia but certainly not advocating dedicating your life to it. The determination of some characters to 'change the world' with the prize money whilst others dream of building a spaceship and escaping also opens an interesting debate about maturity and dealing with consequences rather than running away from them.

Plus, the book is so much damned fun. There's spaceship and mecha fights within the OASIS, antimatter bombings, a puzzle based around the D&D module Tomb of Horrors, a 3D recreation of Monty Python and the Holy Grail and laughs than you can shake a stick at. At one point, as he ascends the levels and achievements of the game, Wade chooses as his vehicle the DeLorean from Back to the Future with a Knight Rider-style front grill and Ghostbusters logos on the side. Whether you find that amusing, eye-rollingly inane or merely unimportant will determine how likely you are to enjoy the whole book, but certainly, as a child of the 1980s, I found it fairly entertaining.

Ready Player One (***½) makes up for deficiencies in characterisation and originality with its fast-moving plot and engaging cultural references. The novel is available now in the UK and USA. A film version is in development.",2012

191,dannyfc,2012-07-23,"Quest for dark, well-written, contemporary Sci-Fi",1,552,"Evening, first time I've stumbled across this forum, looks fairly comprehensive so I look forward to scouring old posts. 

In the past year or so I've gotten into Sci-Fi, but I'm having trouble targeting books that meet my interests. I started with some of the highly rated masterworks, but I found a lot of it quite dated, and maybe a little too 'camp'. 

However, more recently I discovered Richard Morgan's Takeshi Kovacs series and found it really enthralling. In terms of style and character morality, it was right up my street and everything I wanted in a Sci-Fi novel. Dark, imaginative yet grounded, with grey factions/characters without an obvious good/evil divide. 

So I'd really appreciate if some of you well versed in the genre could direct me toward books of similar ilk. Cheers


On a side note, does anyone know if there ever was a kindle version of Roadside Picnic? It was a google search on that which lead me to this forum, however there doesnt seem to be any trace of it on Amazon.",2012

192,Overgeeked,2012-07-16,Anything like Altered Carbon's sleeves?,5,2000,"If you don't know it or haven't read it, Altered Carbon by Richard Morgan is a great read, I think. What I'm looking for are more stories, novels or shorts, or whatever, that use anything similar to his 'sleeves' idea. The basics are human bodies have a stack (re: computer storage) implanted to backup the person's mind. The mind can be transferred between bodies (re: sleeves) with ease. A large part of the novel deals with the interesting and cool implications of such technology.

I'm looking for other books that use the same or similar devices. And yes, I am aware he has written sequels. Thanks in advance.",2012

193,bicycle,2012-05-24,Bicycles in SFF,1,442,"Can anyone name SFF books, movies, tv-show where bicycles play a role either passively or actively. For example in the book “Ringworld” by Larry Niven there is a ultra light bicycle that is used to navigate through the immense empty space of the ring. 

Below are a few of books that I've found which use bicycles as major plot devices or as props but I'm really interested in anything related to bicycles and SFF. THANKS!

“The Bicycle Repairman” - Bruce Sterling 
“Bicycling Through Space And Time” - Mike Sirota
“Mercycle” - Piers Anthony.
""The Courier's New Bicycle"" - Kim Westwood
“The Wheels of Change” - H.G. Wells",2012

194,Keyoke,2009-09-05,Anathem/Cryptonomicron/Snow Crash,6,1000,"Hello,

Well, I've been looking at the above three books by Stephenson, and I've always been very hestitant on reading his stuff.    Not sure why, but, every time I look into these books, they seems to focus on the sciences.   Crytopgraphy, math, etc.

I want to read them, but, I am wondering if their are giant explanations of math, sciences, etc, that will bog me down, or just confuse me..

Any thoughts?  I do enjoy scifi, Hyperion is one of my favorites..

Keyoke..",2009

195,Zsinj,2009-03-29,Recommendations for good time travel novels,14,2000,"I'm sure this topic has been done to death, but I was wondering if someone out there could recommend some good time travel novels. I'm looking for something classy, yet fun, in the vein of the Back to the Future films, Doctor Who, and H.G. Wells' ""The Time Machine"". Any help would be dearly appreciated. Thanks!",2009

196,PeterWilliam,2009-12-25,Dystopian SF?,13,4000,"I've a question.  I end up in knots when attempting to describe a work I'm reading to someone.  Invariably, it is because they're looking for the 2 - 3 word phrase that describes the appropriate niche within which the book belongs and I don't know and couldn't care less.

Currently, I'm reading through a review copy of Veracity by Laura Bynum.  Early on, its clear to me the story is coming off like Orwell's 1984, Huxley's Brave New World or Zamyatin's We (all books I had to read in the 11th grade, ca. 1987, for Dystopian Lit. class).  So, the question: Are these dystopian works sci-fi, or is there some kind of sub-category that better describes them?",2009

197,thirstyVan,2011-12-30,Near Future Sci Fi,7,693,"I recently read Rule 34 and absolutely loved it, so I blew through Halting State, and now I'm about to finish Ready Player One (which is pretty good). 

Now I have Robopocalypse, The Quantum Thief and Down and Out in the Magic Kingdom qued up in my phone (audio). (Which, I believe, are all ""near future"" but if not oh well). 

Anyway, I realized I am really enjoying this whole ""near future"" sci fi thing. In fact, I started wondering if that wasn't partially why I loved Ender's Game so much (my top sci fi novel), because it's sci fi but in an easily recognizable future. I didn't particularly enjoy Hyperion, for example (well, I DID, but it took awhile and I had no urge to read the sequels) or Consider Phlebas, maybe because they were so difficult to get into, being such unrecognizable futures, with entire civilizations full of new technology/terminology/etc. to understand. 

So. Best Near Future Sci Fi? Any recommendations? Any thoughts?",2011

198,Ossip,2011-12-13,SF and Cyberspace,2,1000,"Hey there! 

I just started a research on the topic which SF Stories/Books deal with Cyberspace, Virtual Reality, Artificial Intelligence, Augmented Reality and other technologies to network, connect and socialize over the web. Which books or films do you consider to be the top-10? I'm also looking for alternative reading beside the big authors such as William Gibson or Neal Stephenson.

Hope someone likes to help!

Me myself, i just finished Simulacron-3, great idea long before Matrix...",2011

199,nquixote,2010-08-28,My review: The Windup Girl vs. River of Gods,21,3000,"From Cinefugitive:

New Exotic sci-fi: The Windup Girl and River of Gods


Science fiction stories are generally extrapolations of current trends. With the relative decline of the West and Japan, writers have begun to think about the possibility that the future might belong to Somewhere Else. The most popular choices for that Somewhere Else are countries that are just now on the upswing of their S-curve of economic development: Southeast Asia, Latin America, South Asia, or the Middle East.

Generally, I approve of this trend (which I will call “New Exotic” sci-fi). A Venetian sci-fi writer in 1450 (if such existed) would have been prescient if he had imagined the world of 1850 “belonging” to England, France, or Germany; a British sci-fi writer in 1850 would have been prescient to envision a 1920 in which Japan and America were the “wave of the future.” So it makes heaps of sense for us to postulate that in 50 years, it might be India, or Brazil, or Turkey, or Thailand driving the frontiers of technology and global culture.

But there is a right way and a wrong way to do this. The right way is to recognize the historical fact that no country reaches the tech frontier without undergoing serious social changes. The faint echoes of samurai and cowboys in the Panasonics and Googles of today are just that – faint echoes. Writers who realize this will try to preserve some element of the spirit of the old in the form of the (imagined) new, rather than trying to cut-and-paste.

This is easier to explain with examples.

A prime example of what I consider a successful New Exotic vision is 2009′s blockbuster debut novel, Paolo Bacigalupi’s The Windup Girl. Set in a somewhat-near-future Thailand, The Windup Girl envisions a world where oil has run out, the seas have risen, gene-hacking has run wild, and civilization has declined markedly from its giddy heights (This is a great setup, and very much at the forefront of another movement I like to call the Declinepunk movement, which includes books like Robert Charles Wilson’s Julian Comstock). Thailand, as one of the few nation-states to survive the eco-collapse, is a global leader by default.

Bacigalupi’s future Thailand has some marked similarities with the modern version – the kingdom is still riven by competing rioting factions, for instance. And in some ways, it has retrogressed; the eco-collapse has driven many people toward superstitiousness. But in many ways, Bacigalupi’s Thailand has transcended the shackles of cultural history. Its relative economic success springs from a combination of gene-hacking tech prowess and draconian environmentalism. Its political fault lines are no longer between farmers and city-dwellers (as in the current “red-shirt/yellow-shirt” split) but between environmentalists and free-traders. Most importantly, people’s prejudices and assumptions and allegiances are driven as much by the memes of the future – gene-hacking, isolationism, etc. – as by the tropes of the ancient past (Buddhism, etc.). The characters talk about future stuff as if it has been happening for a long time. That’s change you can believe in, so to speak.

For an example of a book that I think doesn’t fulfill the potential of New Exotic sci-fi, I’d cite Ian McDonald’s River of Gods, another recent and much-lauded work. Set in 2047 in a politically fragmented India, its vision is more of a traditional Gibsonian cyberpunk one – AIs, virtual worlds, robots.

That part is fine. But what annoyed me about River of Gods was that culturally and economically, the India of 2047 looks a lot like the India of 2007 – or, even worse, like the India of 1977. Caste – already fading slowly to irrelevance now – has returned with a vengeance, or is assumed to have never left.. Hindu fundamentalist mobs continue to burn and pogrom Muslim neighborhoods (despite the fact that the last instance of this, in Gujarat in 2002, provoked plenty of reforms and self-conscious national soul-searching). References are made to chai-wallahs serving tea in call centers (in an age of robots and AIs, no less!). The tough, dynastic woman leader of the state of Bharat is a pretty direct copy of Indira Gandhi. Scions of rich Indian families continue to spend their youth in the United Kingdom.

Taken together, this just seems like sloppiness, with dash of old imperial British arrogance. In a future in which India is at the forefront of both artificial intelligence and energy technology, one would expect the culture to have evolved beyond the religiously hidebound, caste-segregated, politically immature society from which the British Empire withdrew in the 20th century. And indeed, visitors to modern India will see that caste, fundamentalism, and old-style politics are slowly fading in importance. It’s a safe bet that 2047 will see an India that Lord Mountbatten would scarcely recognize…but McDonald is not bold enough to envision that India.

(Of course, I should mention that I’m exaggerating the difference between the books. Bacigalupi drops far too many historical references – the Burmese invasion of Ayutthaya is especially flogged to death – and McDonald avoids certain old-India relics like arranged marriages. But the difference is there.)

Part of the difference between The Windup Girl and River of Gods is a result of book structure. Bacigalupi has four main points of view; McDonald has nine. Since the books are of comparable length (The Windup Girl is a bit shorter), this means that Bacigalupi has about twice as much page space with which to turn each character into a non-stereotype.

But part of it – and this is just my guess – is that Bacigalupi just knows his subject country a lot better. He has spent quite a bit of time in Thailand; he has seen the battles between the red-shirts and the yellow-shirts up close, he has seen the whorehouses and the foreign carpetbaggers and the monks. He knows the country well enough that he feels comfortable extrapolating how it might change.

McDonald, on the other hand, has not (to my knowledge) lived in India. And anyway, he has, to date, written sci-fi books set in Africa, India, Brazil, and Turkey; his knowledge of most or all of these places must be limited to what he has read and seen on TV (Bacigalupi’s only other novel is set in his home country, the U.S.). Reading the back cover of Brasyl, I see pretty much exactly what I expect – the characters are a Catholic priest and a telenovela producer. Yawn. This is travel fiction.

Moral of the story: Limited knowledge of a country’s present will lead to limited extrapolations of its future. If you think Country X is going to be pushing the boundaries in 2050, go live in Country X, meet the people, visit the companies, see the tiny little green shoots of the changes that will engulf it a few decades from now. You won’t get that knowledge from history books or BBC special reports or National Geographic photo spreads.

New Exotic sci-fi is a cool trend, and one that is hopefully here to stay. But authors need to dream big; the leading countries of the future will bear as much similarity their current selves as America bears to the days of cowboys, wildcat oilmen, and sewing circles.Click to expand...",2010

200,MetalGear_Yoshi,2011-10-27,H. Beam Pipers Terro-Human Future History series,21,3000,"Hi guy's and gal's. I just read Little Fuzzy on my new Kindle and was interested in reading more of Pipers Future history series. I'm a little confused about which order to read them in and what books are actually part of the series though. I've gathered that Uller Uprising and then Four-Day Planet is where I should start but what other books are part of the series and what order should they be read in? 

Thanks.

Btw, what do people think about Little Fuzzy? I found it to be very sweet, and the whole government vs corporation aspect to be fascinating. It's very sad that a man who could write such adorable and lovable characters could find his life ending in such tragic circumstances.",2011

201,Drakonslair,2004-10-28,Return of the Sci-Fi,21,3000,"I've been more or less away from the sci-fi genre now for quite a while apart from reading Alaistair Reynolds, Iain M. Banks and Gibson when they come out. I have been focusing on Fantasy for the past couple of years but recently I read Ender's Game by Orson Scott Card and it re-awakened my love of sci-fi. I had actually forgotten how good it could be. Im reading Snow Crash at the moment and I feel that warm glowing feeling inside that I got when I was younger and first read Gibson's Neuromancer. 

Im in the pocess of collecting all the SF Masterworks books to broaden my sci-fi education and I have to say Im loving it. 

I wonder does this happen to many people where they start reading another genre , get immersed in it and forget how much they loved the previous one? I think that from now on Im going to have the mix the two together and read one of each genre after each other. Dont want to have that happening again",2004

202,Werthead,2010-05-12,Veteran by Gavin Smith,4,1000,"My take on this debut SF novel:

Three centuries from now, the human race has survived a nuclear war and expanded into space, colonising several nearby star systems. During their colonising efforts, humanity has come into contact with 'Them', a powerful and apparently ruthless alien race. War has raged ever since between the two races, a sixty-year cycle of blood and deadlock.

Jakob Douglas is a former British special forces operative dishonourably discharged from the service for organising a mutiny, but still held on the reserve list (thanks to politics). When it appears that an elite alien infiltration unit has breached Earth's defenses and crash-landed near Jakob's home town of Dundee, Jakob's commission is reactivated and he is sent after the creature, triggering a series of events that will have far-reaching consequences for humanity.

Veteran is the debut novel by British author Gavin Smith, and potentially the first in a series (the ending could go either way). This is a fast-paced, action-oriented but sociologically-aware post-apocalyptic, quasi-cyberpunk war story, strongly in the vein of Richard Morgan's Takeshi Kovacs books (Kovacs and Douglas could almost be old war buddies). Veteran, impressively, withstands the Morgan comparison quite well, even if Smith's infectious enthusiasm sometimes overrides his storytelling logic (Earth is simultaneously a technologically-advanced spacefaring world and also a Mad Max-style nuclear wasteland, which seems a bit contradictory). But the book is just so much fun that you don't really end up caring too much that the worldbuilding is a bit shaky in places.

Character-wise, this is a first-person story from Douglas' perspective, and he is a reasonable protagonist, even if the cynical, addictive-personality, ex-soldier with impressive resources is fairly cliche by this point. Douglas has some interesting psychological issues stemming from his background experiences, which are gradually revealed through strategically-placed flashbacks throughout the book, making him a more interesting lead. Some of the other characters are likewise fascinating, such as the psychotically angry embedded combat journalist Mudge; Balor, the egotistical pirate king of New York with a disturbing affinity for sharks; and Rannu, a badass but also ultra-cool elite Gurkha trooper. The female lead, Morag, is also intriguing, although Douglas' feelings of condescending protectiveness towards her does reduce her to something of a cypher in his eyes. This is at least deliberate, and resentment of this fuels Morag's later character development in the book.

On the weaker side, as well as the somewhat inconsistent worldbuilding there is a bit of a Joss Whedon thing going on with the cast of characters getting bigger and bigger as the book proceeds (Smith is ruthless enough to kill a few off, but not as many as you might think) and the focus occasionally dissipates, with some characters vanishing or being present but not contributing anything worthwhile for long periods. There are also a lot of scenes in the second half where the characters sit around debating the plot for long periods rather than getting on with things or giving the reader a bit more credit for being able to figure things out themselves. With another 100 pages or so shaved off the book, it would be much tighter and leaner.

That said, whilst the overall picture of the worldbuilding is confusing, the individual elements such as the Rigs (a city built out of abandoned oil rigs), Crawling Town (a mobile city of motorhomes, caravans and trucks) and the flooded, abandoned New York City are all vividly described, and there's a constant stream of exciting, well-choreographed battles (in the air, on the ground, inside space elevators, underwater, on the surface of asteroids and more) as well as effective reflections on human nature, the military complex and other issues. Smith, in probably his biggest deviation from the Morgan template, also has a wicked sense of humour and some sequences in the book are genuinely hilarious, whilst he has also nailed the team's snappy dialogue and banter quite well.

Veteran (****) is an accomplished and enjoyable debut SF novel. With some better pacing, Smith could easily rise to the big leagues of modern SF authors quite quickly, and I look forward to his next book. The novel will be published in the UK on 17 June and should be available on import from Amazon.com at the same time.Click to expand...",2010

203,Luke_B,2011-10-03,Female writers 2011,4,1000,"I'm starting to round off my 2011 reading so I can contribute meaningfully to best of year discussions when the time comes. I'm looking over the 2011 books that I have seen buzzed and I've read or plan to read -- Abercrombie, Martin, Aaronovitch, Mieville, Priest, Roberts, and Stephenson. Looking at this list I've become uncomfortable with the fact that these are all  male writers. I've gone looking for recommendations for female writers with noteworthy books released in 2011. I've turned up a few female writers, but the list mainly comprises of women who have released first novels this year -- Kameron Hurley, Genevieve Valentine, Stina Leicht, Erin Morgenstern. Apart from Jo Walton's Among Others I'm struggling to come up with any books by established female writers (e.g. not first novels) that I should be adding to my 2011 list. Anybody care to make any suggestions?",2011

204,Werthead,2010-05-27,The Quantum Thief by Hannu Rajaniemi,12,1000,"Jean le Flambeur gets up one morning and has to kill himself before his other self can kill him. Just another day in the Dilemma Prison. Rescued by the mysterious Mieli and her flirtatious spacecraft, Jean is taken to the Oubliette, the Moving City of Mars, to take part in crime and also to expose the secrets of his past, which have been lost on that planet lit by a moon-turned-singularity where time is a currency and memories are a treasure. Meanwhile, investigator Isidore Beautrelet, called in to investigate the murder of a chocolatier, becomes embroiled in shadowy conspiracies and finds himself on the trail of an arch-criminal, a man name le Flambeur...

The Quantum Thief is the debut novel by Finnish author (but Scottish-resident) Hannu Rajaniemi and has been heavily trailed as 'the' big SF debut novel of the year. These accounts are correct. The Quantum Thief is a crazy joyride through Mars several centuries hence, a world of marching cities, people communicating by sharing memories and a race of hyper-advanced humans who originated as MMORPG guild members. It's the sort of book you'd get if Scott Lynch and Greg Egan teamed up, with the character and black humour approach of the former mixed in with the hardcore physics of the latter. It's at the harder end of hard SF, but is reasonably approachable by those without a degree in quantum entanglement, even if some sort of glossary to distinguish the tzaddiks from the Sobornosts might have been handy for the first few chapters. The opening feels like you're being machine-gunned with concepts and ideas, but once you manage to pause for breath and sort everything out, the story falls into place quite nicely.

Despite the hard scientific concepts being flung around, the book is character-focused with Jean, Mieli and Isidore as the primary protagonists. They are all well-drawn with some depth to them, impressive given that in their world memories and personality traits aren't always what they first appear. The story unfolds briskly (whilst the final layout means that the book will come in at 400 pages, the ARC is a modest 260 pages in length) with barely a pause for breath, the plot is gripping, the ideas complex but thought-provoking, and there are all the requisite shocking revelations and intriguing plot twists you could wish for. The only negative that comes to mind is a late-book revelation that feels like it could be somewhat cheesy, but in execution is actually perfectly acceptable.

The Quantum Thief is (*****) is a bravura debut novel, a confident and accomplished work that reinvigorates the genre. It is easily the best SF debut since Richard Morgan's Altered Carbon. The novel will be published in the UK on 30 September 2010, but has no US publisher as yet.",2010

205,mitchell179,2009-08-29,25 Science Fiction Books That Are Masterpieces,12,1000,"This is a list of 25 science fiction books that will go down or already are considered masterpieces.Throughout Science Fiction’s history there have been hundreds perhaps thousands of great novels.  Lots of these books were ground breaking in their approach and subject matter thereby adding to their appeal for readers.  Although I could easily have considered 50 or 100 books to be on this list I have decided to just focus on twenty five books that are definitely masterpieces of science fiction.   Now I know I will be excluding some books from this list that deserve to be on it but I am only putting on paper what I consider to be twenty five that deserve it.  In any list ever created there will always be some books/authors that get left off no matter how big the list is so please consider this before posting any comments. I also limited each author to only one book each for this list.  The list is no particular order so number one does not mean overall best.  Here are my twenty five masterpieces of science fiction:   1. War of the Worlds    HG Wells   2. Brave New World    Aldous Huxley   3. 20,000 Leagues Under the Sea    Jules Verne   4. The Foundation Trilogy     Isaac Asimov   5. 2001: A Space Odyssey   Arthur C. Clarke   6. Dune     Frank Herbert   7. Fahrenheit 451   Ray Bradbury   8. Stranger in a Strange Land   Robert Heinlein   9. Man in the High Castle   Philip K. Dick  10. World of Null A   AE Van Vogt  11. The Forever War   Joe Haldeman  12. Flowers For Algernon   Daniel Keyes  13. Slaughterhouse Five   Kurt Vonnegut  14. 1984   George Orwell  15. A Clockwork Orange    Anthony Burgess  16. Ringworld     Larry Niven  17. Princess of Mars    Edgar Rice Burroughs  18. Nueromancer    William Gibson  19. Ender’s Game   Orson Scott Card  20. Left Hand of Darkness   Ursula K. LeGuin  21. Hyperion    Dan Simmons  22. Hitchhiker’s Guide to the Galaxy & Mostly Harmless   Douglas Adams  23. The Andromeda Strain   Michael Chrichton  24. Gateway     Frederick Pohl  25. A Fire Upon the Deep   Vernor VingeHere are my personal favorite books not listed above (once again different authors) but all are probably considered or will be masterpieces too):   1. Mote in God’s Eye   Jerry Pournelle & Larry Niven   2. Contact    Carl Sagan   3. The Day of the Triffids    John Wyndham   4. Solaris   Stanislaw Lem   5. Red Mars   Kim Stanley Robinson   6. A Canticle for Leibowitz   Walter Miller   7. Startide Rising    David Brin   8. To Your Scattered Bodies Go    Philip Jose Farmer   9. Doomsday Book    Connie Willis  10. The Speed of Dark   Elizabeth Moon[ADMIN: Link removed and content copied to this post, as we prefer. Hobbit]",2009

206,nquixote,2010-11-08,Top 10 Favorite Authors!,12,1000,"Wow, this forum is really dead lately...time for a random list/poll thread!!! 

Top 10 (or fewer) favorite sci-fi authors!

Here's mine, in no particular order:

Jack Vance
David Brin
Vernor Vinge
Lois McMaster Bujold
William Gibson
Ursula K. LeGuin
Neal Stephenson
Dan Simmons
Tony Daniel
Paolo Bacigalupi",2010

207,Tomposer,2011-07-18,Music inspired by Neal Stephenson's fictional characters,0,419,"Hi, I'm new here.  But I thought perhaps some of the visitors here may be interested in some music I wrote recently.  The piece was inspired by three fictional characters from Neal Stephenson's Baroque Cycle.  If you've read this incredible book, you'll have gotten to know Daniel, Eliza and Jack.  

Some people wouldn't class this novel as Sci Fi, as they're also well described as historical fiction.  However Stephenson himself insists that they are (and I think they are, for the reasons he gives).

The first two movements I've completed editing... I'm yet to post the one about Jack Shaftoe... will do so in the near future, so if you enjoy these feel free to pop back and have a looksy.  

Thanks for your attention!  Please enjoy.  

p.s. there are some secrets in this music, relating to elements of the story.  I'll come back and discuss this another time!  

http://youtu.be/7mXkUDXDwM4

http://youtu.be/gxYFRmibXAQ",2011

208,martielillycrop,2011-06-28,The Great Unread,2,893,"I have a growing stack of unfinished novels beside my bed - ones I've bought, not written, lol! (The latter is an even bigger stack, heh.)

It struck me that, even though I didn't get very far with reading them, maybe I should have persisted.

