,topicTitle,commentID,datePost,content,links,img_link,blockquote,nbPostTopic,nbViewsTopic,topicId,datePostTopic,lastUpdateTopic,Year
252,Recherche dystopie young adult,p21409215,2020-03-22,Bonjour Hortensia35 !J'adhère pour Birth Marked !Personnage masculin : Red RisingEt ça vaut aussi le coup de découvrir Partials ( même si l'héroïne est une fille...)Et pourquoi pas Phobos ? Un scénario très original.Pense à les commander via le net ?..,[],[],[],9,9,308615,2020-03-20,2021-08-24,2020
253,Recherche dystopie young adult,p21410735,2020-03-22,"Bonsoir, De un : j'aime beaucoup tes goûts en matière de fleurs, les hortensia sont les plus belles plantes du monde   Et de deux : merci pour tes suggestions ! J'ai terminé Phobos hier et j'ai était agréablement surprise ! Je n'ai pas su lâcher ce livre et quand s'était nécessaire je le faisait avec difficulté. J'ai beaucoup aimé le personnage de Léo malgré les éternels clichés du PDV féminin ( Léonor + Mozart !!!!!!!!!!!!!!!!! )Les Partials, c'est noté   Hâte de lire !Ps : je n'achète jamais de livres, je suis obligé à chaque fois de croiser les doigts pour espérer que le roman que je souhaite lire se trouve dans une des bibliothèques de ma ville  ",[],"['./images/smilies/icon_e_wink.gif', './images/smilies/icon_e_biggrin.gif', './images/smilies/icon_e_confused.gif']",[],9,9,308615,2020-03-20,2021-08-24,2020
254,Recherche dystopie young adult,p21422385,2020-03-27,"Salut !Bon, je suis un peu en retard, mais je voulais quand même te donner ma petite sélection !^-^J'ai eu du mal pour les personnages masculin, je me suis rendue compte que je n'en connaissais pas beaucoup XDIl y a la saga U4 de différents auteurs, qui sont des livres avec différents points de vue sur une même histoire! J'en ai apprécié certains plus que d'autres, mais je te laisse voir!https://booknode.com/u4_stephane_01716345Ensuite, il y a Gone de Michael Grant, bien que je ne sache pas si c'est une dystopie ou non. Ça n'en reste pas moins une super histoire à mes yeux   https://booknode.com/gone_tome_1_gone_037465Une autre saga encore, Red Queen de Victoria Aveyard. Le premier tome m'a beaucoup plus, le deuxième un peu moins, mais de ce que j'ai entendu, les suivants sont bien meilleurs ! https://booknode.com/red_queen_tome_1_01338074Une  dystopie immanquable est aussi Fahrenheit 451 de Ray Bradbury. Il m'a moins marqué que ce à quoi je m'attendais, mais cela reste une bonne lecture, avec un message profond. Personnage principal masculin, mais on est moins dans le Young Adult, désolé.https://booknode.com/fahrenheit_451_0869Pour rester dans les dystopies plus ""classiques"", il y a Le Passeur de Lois Lowry. J'ai dû le lire pour l'école, mais ça a été une très bonne surprise! Avec personnage principal masculin https://booknode.com/le_passeur_058011Et pour finir, la saga Les chroniques lunaires de Marissa Meyer. Désolé c'est un personnage principal féminin, mais c'était vraiment pas mal. Par contre je ne l'ai pas encore finie ^-^'https://booknode.com/les_chroniques_lun ... er_0177652Voilà, j'espère que cela peut t'aider, ou du moins te donner des idées   N'hésitez pas si je me suis trompée quelque part !Bonne soirée !","['https://booknode.com/u4_stephane_01716345', 'https://booknode.com/gone_tome_1_gone_037465', 'https://booknode.com/red_queen_tome_1_01338074', 'https://booknode.com/fahrenheit_451_0869', 'https://booknode.com/le_passeur_058011', 'https://booknode.com/les_chroniques_lunaires_tome_1_cinder_0177652']","['./images/smilies/icon_e_biggrin.gif', './images/smilies/icon_e_wink.gif', './images/smilies/icon_e_smile.gif']",[],9,9,308615,2020-03-20,2021-08-24,2020
255,Recherche dystopie young adult,p21422435,2020-03-27,"Hello,Je peux te proposer : - Dividing Eden de Joelle Charbonneau, un young-adult qui se rapproche un peu de l'héroïc-fantasy et avec un héros masculin même si les points de vue sont alternés avec sa soeur.- Chroniques d'un autre monde de P.C Cast, un young-adult post-apocalyptique avec de nouveau un personnage masculin et un personnage féminin en vedette.- Evil de Victoria Schawb, c'est un livre entre science-fiction et young adult. Il n'est d'ailleurs pas officiellement étiqueté de cette manière.",[],[],[],9,9,308615,2020-03-20,2021-08-24,2020
256,Dystopie : Quel livre choisir ?,p1039312,2012-05-28,"Bonjour, Je suis fan de dystopie. J'ai déjà lu Hunger Games, Divergent, Saba ange de la mort et Jenna Fox pour toujours.J'attends vos conseils avec impatience!",[],[],[],327,327,101192,2012-05-28,2018-09-16,2012
257,Recherche dystopie young adult,p21424395,2020-03-28,"BLOCKQUOTEMerci pour toutes tes proposition et c'est pas grave pour le temps, ma demande tient encore! J'ai déjà lu Gone et je lis en ce moment U4. Red Queen me tentais beaucoup mais j'ai jamais osée le lire, ce sera une bonne occasion maintenant. Fahrenheit est un one-shot alors pourquoi pas ?  Les Chroniques lunaires, direct dans "" envie "" ! Merci encore une fois !!","['https://booknode.com/u4_stephane_01716345', 'https://booknode.com/gone_tome_1_gone_037465', 'https://booknode.com/red_queen_tome_1_01338074', 'https://booknode.com/fahrenheit_451_0869', 'https://booknode.com/le_passeur_058011', 'https://booknode.com/les_chroniques_lunaires_tome_1_cinder_0177652']","['./images/smilies/icon_e_biggrin.gif', './images/smilies/icon_e_wink.gif', './images/smilies/icon_e_smile.gif', './images/smilies/icon_e_wink.gif']","['Angeline62 a écrit\xa0:Salut !\nBon, je suis un peu en retard, mais je voulais quand même te donner ma petite sélection !\n^-^\nJ\'ai eu du mal pour les personnages masculin, je me suis rendue compte que je n\'en connaissais pas beaucoup XD\nIl y a la saga U4 de différents auteurs, qui sont des livres avec différents points de vue sur une même histoire! J\'en ai apprécié certains plus que d\'autres, mais je te laisse voir!\nhttps://booknode.com/u4_stephane_01716345\nEnsuite, il y a Gone de Michael Grant, bien que je ne sache pas si c\'est une dystopie ou non. Ça n\'en reste pas moins une super histoire à mes yeux   \nhttps://booknode.com/gone_tome_1_gone_037465\nUne autre saga encore, Red Queen de Victoria Aveyard. Le premier tome m\'a beaucoup plus, le deuxième un peu moins, mais de ce que j\'ai entendu, les suivants sont bien meilleurs ! \nhttps://booknode.com/red_queen_tome_1_01338074\nUne  dystopie immanquable est aussi Fahrenheit 451 de Ray Bradbury. Il m\'a moins marqué que ce à quoi je m\'attendais, mais cela reste une bonne lecture, avec un message profond. Personnage principal masculin, mais on est moins dans le Young Adult, désolé.\nhttps://booknode.com/fahrenheit_451_0869\nPour rester dans les dystopies plus ""classiques"", il y a Le Passeur de Lois Lowry. J\'ai dû le lire pour l\'école, mais ça a été une très bonne surprise! Avec personnage principal masculin \nhttps://booknode.com/le_passeur_058011\nEt pour finir, la saga Les chroniques lunaires de Marissa Meyer. Désolé c\'est un personnage principal féminin, mais c\'était vraiment pas mal. Par contre je ne l\'ai pas encore finie ^-^\'\nhttps://booknode.com/les_chroniques_lun ... er_0177652\n\nVoilà, j\'espère que cela peut t\'aider, ou du moins te donner des idées   \nN\'hésitez pas si je me suis trompée quelque part !\nBonne soirée !']",9,9,308615,2020-03-20,2021-08-24,2020
258,Recherche dystopie young adult,p21424425,2020-03-28,"BLOCKQUOTESalut, merci pour tes propositions ! Dividing Eden me tente énormément, hâte de savoir ce que ça va donner ! J'ai déjà lu Chroniques d'un autre monde mais je n'avais pas accrochée  .  Je meurs d'envie de lire Evil ! J'adore les anti-héros !!!",[],['./images/smilies/icon_e_confused.gif'],"[""Ocelline a écrit\xa0:Hello,\n\nJe peux te proposer : \n- Dividing Eden de Joelle Charbonneau, un young-adult qui se rapproche un peu de l'héroïc-fantasy et avec un héros masculin même si les points de vue sont alternés avec sa soeur.\n- Chroniques d'un autre monde de P.C Cast, un young-adult post-apocalyptique avec de nouveau un personnage masculin et un personnage féminin en vedette.\n- Evil de Victoria Schawb, c'est un livre entre science-fiction et young adult. Il n'est d'ailleurs pas officiellement étiqueté de cette manière.""]",9,9,308615,2020-03-20,2021-08-24,2020
259,Recherche dystopie young adult,p21691488,2021-08-24,"Hello,La seule dystopie qui me vient à l'esprit est L'année de grâce de Kim Liggett !",[],[],[],9,9,308615,2020-03-20,2021-08-24,2021
260,"La démocratie, pire que le totalitarisme...",p21376515,2020-03-03,"Dans la République de Platon, la démocratie apparaît comme l'un des pires régimes qui se puisse concevoir (livre 8) : ridicule, hypocrite, plein d'insécurité et d'usurpations. Dans ce forum, on peut recenser les livres qui développent le même thème paradoxal.",[],[],[],4,4,307765,2020-03-03,2020-03-05,2020
261,"La démocratie, pire que le totalitarisme...",p21377095,2020-03-03,"Si tu le souhaites, tu peux trouver des livres ayant ce thème grâce à l'onglet thème, ou encore en tapant les termes démocratie, dictature etc. dans la barre de recherche. Le site t'indique ensuite les livres ayant ces thèmes associés.",[],[],[],4,4,307765,2020-03-03,2020-03-05,2020
262,Dystopie : Quel livre choisir ?,p1039722,2012-05-28,Récemment en Dystopie j'ai bien aimé starters : http://booknode.com/starters_0123713Qui est vraiment pas mal Après il y a aussi mon livre Emya qui est considéré comme une Dystopie je ne sais pas si ça peut t’intéresser : http://booknode.com/emya_0260402,"['http://booknode.com/starters_0123713', 'http://booknode.com/emya_0260402']",['./images/smilies/icon_e_wink.gif'],[],327,327,101192,2012-05-28,2018-09-16,2012
263,Dystopie : Quel livre choisir ?,p1039952,2012-05-28,"Il y a la série Uglies de Scott Westerfeld, Ephémère de Lauren DeStefano, Delirium de Lauren Oliver, Promise d'Ally Condy, Birth Marked de Caragh M. O'Brien, La Sélection de Kiera Cass, ou Possession d'Elana Johnson.",[],[],[],327,327,101192,2012-05-28,2018-09-16,2012
264,Dystopie : Quel livre choisir ?,p1040112,2012-05-28,"Bonjour,Effectivement, bien que je ne l'ai pas lu, on m'a parlé de Starters en terme élogieux. Une très bonne dystopie, d'après ce que j'ai pu entendre.Sinon, tu as la saga Matched, soit les romans Promise, Insoumise et leur suite - qui n'est pas encore sortie en France... Le premier tome est génial, pile-poil dans le thème contre-utopie. Les personnages sont attachants. J'adhère totalement, et je te le conseille.Il y a également La Déclaration de Gemma Malley, ainsi que ses suites : La Résistance et La Révélation. Pareil, une saga envoûtante, dans laquelle il est question d'immortalité. Vraiment génial, encore une fois. De la même auteur, tu as Sentiment 26, je ne peux pas t'en dire plus puisque je ne l'ai pas encore lu, mais il a l'air très bien...Toujours dans le registre dystopique, tu peux trouver La Sélection, que j'ai personnellement adoré, même si le thème est moins sérieux que dans la saga Hunger Games, par exemple. C'est plus léger, mais très bien écrit. J'espère t'avoir un peu aidé(e), bonne lecture !",[],[],[],327,327,101192,2012-05-28,2018-09-16,2012
265,"La démocratie, pire que le totalitarisme...",p21377265,2020-03-03,"BLOCKQUOTELa Zone du Dehors et Les Furtifs d’Alain Damasio apportent tous deux une réflexion sur la condition de nos démocraties modernes à l’aune du capitalisme outrancier, tout en étant d’excellents thrillers de science-fiction ainsi qu’un travail linguistique monstre. En fait ce n’est pas si paradoxal, le problème n’est pas la démocratie mais la manière qu’elle a eu d’être pratiquée à travers l’Histoire. Les Furtifs a ceci de puissant qu’il propose des réflexions sur des alternatives possibles de manière cohérente avec son scénario de base, sans que ça paraisse forcé ou artificiel.","['https://booknode.com/la_zone_du_dehors_013268', 'https://booknode.com/les_furtifs_02819483']",[],"[""Dystopie2193 a écrit\xa0:Dans la République de Platon, la démocratie apparaît comme l'un des pires régimes qui se puisse concevoir (livre 8) : ridicule, hypocrite, plein d'insécurité et d'usurpations. Dans ce forum, on peut recenser les livres qui développent le même thème paradoxal.""]",4,4,307765,2020-03-03,2020-03-05,2020
266,"La démocratie, pire que le totalitarisme...",p21378945,2020-03-05,BLOCKQUOTEMerci  ,[],['./images/smilies/icon_e_smile.gif'],"[""Erolin a écrit\xa0:Si tu le souhaites, tu peux trouver des livres ayant ce thème grâce à l'onglet thème, ou encore en tapant les termes démocratie, dictature etc. dans la barre de recherche. Le site t'indique ensuite les livres ayant ces thèmes associés.""]",4,4,307765,2020-03-03,2020-03-05,2020
267,"La démocratie, pire que le totalitarisme...",p21378965,2020-03-05,"Damasio imagine des univers hyper-technologiques, ce qui va nous arriver, effectivement, dans une premier temps : il a raison. Mais je reste convaincu que tôt ou tard, l'humanité vivra une régression technologique sans précédent. Reste à savoir comment les systèmes politiques, démocraties comprises, s'adapteront à cette donnée fondamentale.",[],[],[],4,4,307765,2020-03-03,2020-03-05,2020
268,"Hunger Games, un livre pour les filles ?",p1962943,2012-10-18,"Que ce soit pour les livres ou pour n'importe quel divertissement ça m'enerve toujours un peu qu'on veuille classer ça par sexe. Pourquoi les poupées ne seraient destinées qu'aux seules filles et les petites voitures aux garçons. Certains hommes font de la danse et certaines femmes font de la boxe, etc.C'est comme pour tout, il y aura toujours une majorité d'un sexe pour une activité... ça n'en devient pas pour autant une activité exclusivement feminine ou masculine.Pour ce qui est de Hunger Games, c'est peut-être parce que le récit est du point de vue interne de Katniss...",[],[],[],202,202,118773,2012-10-18,2018-12-05,2012
269,Dystopie : Quel livre choisir ?,p1040702,2012-05-28,Je suis une légende de Richard Matheson est sympa et diffère pas mal des films.http://booknode.com/je_suis_une_legende_0136,['http://booknode.com/je_suis_une_legende_0136'],[],[],327,327,101192,2012-05-28,2018-09-16,2012
270,Dystopie : Quel livre choisir ?,p1041002,2012-05-28,"Coucou,Etant super fan du genre, tu pourras trouver ton bonheur dans ma biblio (surtout ""PAL"" et ""mes envies"" mais déjà, ça devrait te donner des idées).Bonnes trouvailles  ",[],['./images/smilies/icon_mrgreen.gif'],[],327,327,101192,2012-05-28,2018-09-16,2012
271,Dystopie : Quel livre choisir ?,p1041922,2012-05-28,Merci! C'est génial!!!,[],[],[],327,327,101192,2012-05-28,2018-09-16,2012
272,Dystopie : Quel livre choisir ?,p1051182,2012-05-29,"Salut, alors voilà: j'ai récemment terminé hunger games et je voulais trouver une autre saga dystopique qui soit à la hauteur de celle de Suzanne Collins... Vu qu'il y en a beaucoup je voulais savoir laquelle vous me conseillez  ",[],['./images/smilies/icon_e_smile.gif'],[],327,327,101192,2012-05-28,2018-09-16,2012
273,Dystopie : Quel livre choisir ?,p1051362,2012-05-29,Je te conseille Divergent: http://booknode.com/divergent_096026Bonne lecture  ,['http://booknode.com/divergent_096026'],['./images/smilies/icon_e_wink.gif'],[],327,327,101192,2012-05-28,2018-09-16,2012
274,"Question sur ""La 5ème vague""",p21312445,2020-01-18,"Bonjour à tous, Vous l'aurez compris je lis ""la 5ème vague"", j'en suis au tome 3. Mais j'ai une question tout bête en fait, qui n'est pas indispensable à la lecture du livre mais qui me perturbe quand même. Ca concerne la lentille oculaire qui permet de voir les ""humains infestés"". Si j'ai bien compris, elle permet en fait de repérer uniquement les humains, afin de les faire disparaître plus facilement. Mais dans le tome 3, et même dans le tome précédent si je me souviens bien, on en parle comme si elle servait en fait bien à traquer les humains infestés. Par exemple, pour la partie où Ben et Dumbo partent chercher Ringer et Teacup, on en parle comme si la lentille allait leur permettre de repérer des aliens, et qu'ils seraient indiqués par un halo vert. Mais elle était censée uniquement faire ça aux humains ! Je sais pas si vous me suivez. Même quand Ben met sa lentille, la tête de Dumbo est éclairée de vert, donc dans le cas où elle permettrait de repérer les aliens, ça voudrait dire que Dumbo en est un ! Mais non c'est un humain, donc pourquoi par la suite, ils l'utilisent pour repérer des aliens, enfin c'est pas cohérent ! Si quelqu'un a une réponse à m'apporter sur ça, ce serait génial ! Merci beaucoup !",[],[],[],2,2,306025,2020-01-18,2020-01-18,2020
275,"Question sur ""La 5ème vague""",p21312455,2020-01-18,"Dans mes souvenirs :SpoilerOn découvre (horreur) que les lentilles ont été mises en place par ""les aliens""...et que les données qu'elles montrent sont donc l'inverse de la réalité.Les héros de bonne foi les mettent et tuent ce qu'ils pensent être des Aliens...et en fait tuent des humains...les lentilles permettent bien de différencier humains et aliens...mais le code est inversé..",[],[],[],2,2,306025,2020-01-18,2020-01-18,2020
276,"Hunger Games, un livre pour les filles ?",p1963093,2012-10-18,"Je suis complètement d'accord avec Yurade, tout est mis dans une catégorie homme ou femme, qu'il s'agisse de film, de lecture, de sport ou de profession! J'espère simplement que ça n'arrêtera pas tel ou tel individu de faire qqchose simplement parce qu'il en a envie et non pour une stupide histoire de catégorie réservée aux femmes plutôt qu'aux hommes, et inversement.",[],[],[],202,202,118773,2012-10-18,2018-12-05,2012
277,"Hunger Games, un livre pour les filles ?",p1963573,2012-10-19,BLOCKQUOTEJe suis tout a fait d'accord avec toi! Ce monde et sexiste et le sera certainement toujours. ,[],['./images/smilies/icon_evil.gif'],"[""Yurade a écrit\xa0:Que ce soit pour les livres ou pour n'importe quel divertissement ça m'enerve toujours un peu qu'on veuille classer ça par sexe. \nPourquoi les poupées ne seraient destinées qu'aux seules filles et les petites voitures aux garçons. \nCertains hommes font de la danse et certaines femmes font de la boxe, etc.\n\nC'est comme pour tout, il y aura toujours une majorité d'un sexe pour une activité... ça n'en devient pas pour autant une activité exclusivement feminine ou masculine.\n\n""]",202,202,118773,2012-10-18,2018-12-05,2012
278,"Hunger Games, un livre pour les filles ?",p1963593,2012-10-19,"BLOCKQUOTEMoi aussi je suis d'accord avec vous. Cela m'énerve quand l'on dit que le livre à l'air d'un « livre de filles » ou un « livre de gars » car je ne pense pas qu'il le soit. Tous les livres méritent d'être lus par des filles et des garçons, peu importe que leur couverture semble un peu plus féminine ou masculine. Personnellement, je trouve ça vraiment énervant. Bref, voilà c'est tout ce que je veux dire !",[],['./images/smilies/icon_evil.gif'],"[""kaya333 a écrit\xa0:Yurade a écrit\xa0:Que ce soit pour les livres ou pour n'importe quel divertissement ça m'enerve toujours un peu qu'on veuille classer ça par sexe. \nPourquoi les poupées ne seraient destinées qu'aux seules filles et les petites voitures aux garçons. \nCertains hommes font de la danse et certaines femmes font de la boxe, etc.\n\nC'est comme pour tout, il y aura toujours une majorité d'un sexe pour une activité... ça n'en devient pas pour autant une activité exclusivement feminine ou masculine.\n\n\nJe suis tout a fait d'accord avec toi! Ce monde et sexiste et le sera certainement toujours. "", ""Yurade a écrit\xa0:Que ce soit pour les livres ou pour n'importe quel divertissement ça m'enerve toujours un peu qu'on veuille classer ça par sexe. \nPourquoi les poupées ne seraient destinées qu'aux seules filles et les petites voitures aux garçons. \nCertains hommes font de la danse et certaines femmes font de la boxe, etc.\n\nC'est comme pour tout, il y aura toujours une majorité d'un sexe pour une activité... ça n'en devient pas pour autant une activité exclusivement feminine ou masculine.\n\n""]",202,202,118773,2012-10-18,2018-12-05,2012
279,Dystopie : Quel livre choisir ?,p1051672,2012-05-29,Sans hésiter : Delirium ( Lauren Oliver ) / ( 3 Tomes ).Et Le Dernier Hiver ( Jean-Luc Marcastel ) / ( One-shot )Sinon : Promise ( Ally Condie ) / ( 3 Tomes ). ,[],['./images/smilies/icon_mrgreen.gif'],[],327,327,101192,2012-05-28,2018-09-16,2012
280,Dystopie : Quel livre choisir ?,p1060272,2012-05-31,"- Jenna Fox, pour toujours. C'est vraiment un livre de dystopie génial!- Saba ange de la mort, un grand succès, certains le proclame successeur d'Hunger Games.- Uglies, 4 tomes, une série remarquable! Moi aussi j'adore la dystopie alors j'espère t'avoir aidée!",[],[],[],327,327,101192,2012-05-28,2018-09-16,2012
281,Dystopie : Quel livre choisir ?,p1061112,2012-05-31,Je te conseille la vitesse supérieure avec Fahrenheit 451 de Ray Bradbury ou Le Meilleur des Mondes  d'Aldous Huxley,[],[],[],327,327,101192,2012-05-28,2018-09-16,2012
282,Dystopie : Quel livre choisir ?,p1061512,2012-05-31,"Je te conseil la saga de gemma malley dont le premier tome est ""la déclaration""",[],[],[],327,327,101192,2012-05-28,2018-09-16,2012
283,"Question sur ""La 5ème vague""",p21312475,2020-01-18,BLOCKQUOTEMes souvenirs vont dans le même sens.,[],[],"['Hanayu a écrit\xa0:Dans mes souvenirs :\nSpoilerOn découvre (horreur) que les lentilles ont été mises en place par ""les aliens""...et que les données qu\'elles montrent sont donc l\'inverse de la réalité.\nLes héros de bonne foi les mettent et tuent ce qu\'ils pensent être des Aliens...et en fait tuent des humains...les lentilles permettent bien de différencier humains et aliens...mais le code est inversé..']",2,2,306025,2020-01-18,2020-01-18,2020
284,"Hunger Games, un livre pour les filles ?",p1964103,2012-10-19,"C'est vrai, que ce soit pour les livres ou les activités il y a toujours quelqu'un pour te dire que c'est réservé aux garçons ou aux filles. J'ai des amis garçons qui ont lu Hunger Games et qui ont bien aimé. Il y a pas longtemps j'ai lu la série des CHERUB malgré que tout le monde m'ait dit que c'était pour les garçons et j'ai adoré. On ne devrait pas toujours essayer de tout cataloguer.",[],[],[],202,202,118773,2012-10-18,2018-12-05,2012
285,"Hunger Games, un livre pour les filles ?",p1964213,2012-10-19,"Je suis d'accord avec vous concernant le sexisme, même si pour tout dire je m'en fiche un peu. que ce soit pour mecs, ou pour filles, je ne me base pas sur ce critère pour choisir un bouquin.Après, concernant Hunger Games, je connais plusieurs garçons qui ont adoré ce livre, même si c'est du point de vue d'une fille. Alors un roman pour fille ? Pas forcément, non .",[],['./images/smilies/icon_e_wink.gif'],[],202,202,118773,2012-10-18,2018-12-05,2012
286,"Hunger Games, un livre pour les filles ?",p1964303,2012-10-19,"BLOCKQUOTEComplètement d'accord !! Je suis une fille et j'aimais bien jouer au petites voitures et regarder le foot. Je veux devenir journaliste sportif mais quand je le dis aux autres ils se foutent de ma gueule : ""vu ton humour de merde va plutôt faire secrétaire !!"" Sympa !! Mais moi, je connais bien des mecs qui ont adorés Hunger Games... Aussi, ce n'est pas parce-que c'est du point de vue d'une fille qu'est forcement un livre pour fille...Percy Jackson est du point de vue d'un mec et c'est un de mes livres préférés !! Comme Quoi.",[],[],"[""Yurade a écrit\xa0:Que ce soit pour les livres ou pour n'importe quel divertissement ça m'enerve toujours un peu qu'on veuille classer ça par sexe. \nPourquoi les poupées ne seraient destinées qu'aux seules filles et les petites voitures aux garçons. \nCertains hommes font de la danse et certaines femmes font de la boxe, etc.\n\nC'est comme pour tout, il y aura toujours une majorité d'un sexe pour une activité... ça n'en devient pas pour autant une activité exclusivement feminine ou masculine.\n\nPour ce qui est de Hunger Games, c'est peut-être parce que le récit est du point de vue interne de Katniss...""]",202,202,118773,2012-10-18,2018-12-05,2012
287,"Hunger Games, un livre pour les filles ?",p1964343,2012-10-19,"je pense qu' un garçon peut tout a fait lire hunger games !! le livre est raconté par une fille, katniss, mais elle n' est pas du genre a regardé toutes les 5 min si un de ses  ongles est cassé,elle ne se préoccupe pas de sa beauté ni quoi que se soit ! si ça avait été le cas là oui a la limite j' aurai pu dire que ce n' était pas un livre pour les garçons mais là je ne pense pas qu' hunger games soit un livre pour les filles !! il parle de révolte, de jeu télévisé,de misère ,et non d'histoire de fille ou d' amour (enfin si un peu comme même !!  ) je pense que les garçons devrait bien aimé !!! ",[],"['./images/smilies/icon_e_biggrin.gif', './images/smilies/icon_e_biggrin.gif']",[],202,202,118773,2012-10-18,2018-12-05,2012
288,Dystopie : Quel livre choisir ?,p1061852,2012-05-31,"Je te conseille "" Starters "" de Lissa Price , "" Promise "" de Ally Condie, "" Delirium "" de Lauren OLIVER , "" Inside Out "" de Maria V. Snyder , "" Le Combat d'Hiver "" et "" Terrienne "" Jean Claude Mourlevat , "" Belle de Glace "" de Anna Sheehan ... "" Divergent "" de Veronica Roth bien sûr. Plus adultes :  "" La Ferme des Animaux "" de G.Orwell et"" 1984"" de G.Orwell. Voilà , je crois que c'est tout ! ;D",[],[],[],327,327,101192,2012-05-28,2018-09-16,2012
289,Dystopie : Quel livre choisir ?,p1062592,2012-05-31,BLOCKQUOTE1984 ce livre est vraiment très bien écrit et assez traumatisant ,[],['./images/smilies/icon_razz.gif'],"['DML12 a écrit\xa0:Je te conseille "" Starters "" de Lissa Price , "" Promise "" de Ally Condie, "" Delirium "" de Lauren OLIVER , "" Inside Out "" de Maria V. Snyder , "" Le Combat d\'Hiver "" et "" Terrienne "" Jean Claude Mourlevat , "" Belle de Glace "" de Anna Sheehan ... \n"" Divergent "" de Veronica Roth bien sûr. \nPlus adultes :  "" La Ferme des Animaux "" de G.Orwell et"" 1948"" de G.Orwell. \n\nVoilà , je crois que c\'est tout ! ;D']",327,327,101192,2012-05-28,2018-09-16,2012
290,Dystopie : Quel livre choisir ?,p1064462,2012-05-31,"Waaah    merci beaucoup ! Je sens que ma PAL va s'agrandir d'un coup !!Entre tous ceux que vous avez cités, une idée par lequel commencer ?",[],['./images/smilies/icon_e_biggrin.gif'],[],327,327,101192,2012-05-28,2018-09-16,2012
291,"Hunger Games, un livre pour les filles ?",p1964423,2012-10-19,"On lit ce qu'on veut !!! Un garçon peut faire de la danse classique avec un collant moulant s'il en a envie, une fille peut jouer à Assassin creeds si elle le veut !",[],[],[],202,202,118773,2012-10-18,2018-12-05,2012
292,"Hunger Games, un livre pour les filles ?",p1964493,2012-10-19,"Tout à fait !!!! Je pense qu'une fille peux facilement faire des choses masculine, comme du foot ou du judo ou lire un roman de chevalerie, alors qu'on ne verra pas un garçon lire des romans à l'eau de rose... (en tout cas je n'en connais pas !) Alors lis ce qui te plait et ne t'accupe pas des autres. Si tu ne connais pas l'histoire d'Hunger Games, je dirais qu'elle convient encore plus au filles puisque l'héroïne en est une ;D",[],[],[],202,202,118773,2012-10-18,2018-12-05,2012
293,"Hunger Games, un livre pour les filles ?",p1964533,2012-10-19,BLOCKQUOTEMais les garçons peuvent également les lires (je n'avais pas vu ton premier message :/) je ne suis pas non plus pour classer filles et garçons à part.,[],[],"[""Lolo33 a écrit\xa0:Tout à fait !!!! Je pense qu'une fille peux facilement faire des choses masculine, comme du foot ou du judo ou lire un roman de chevalerie, alors qu'on ne verra pas un garçon lire des romans à l'eau de rose... (en tout cas je n'en connais pas !) Alors lis ce qui te plait et ne t'accupe pas des autres. Si tu ne connais pas l'histoire d'Hunger Games, je dirais qu'elle convient encore plus au filles puisque l'héroïne en est une ;D""]",202,202,118773,2012-10-18,2018-12-05,2012
294,"Hunger Games, un livre pour les filles ?",p1964873,2012-10-19,"Je suis tout à fait d'accord ce n'est pas uniquement pour les filles! C'est vraiment un manque de maturité de classer un livre par sexe! C'est vrai que les deux sexes n'ont pas les mêmes préférences en matière de livres, ou de sport ou bien encore d'autres choses!Hunder Games est considéré par certaine personne, pour exclusivement des filles ( le narrateur est Katniss) et d'autres diront que c'est pour la gente masculine parce que c'est histoire de combat et de révolution. Alors à quoi bon? Personne est d'accord sur le sujet! Je dirais qu'il ne faut pas en tenir compte! Même si c'est embêtant.",[],[],[],202,202,118773,2012-10-18,2018-12-05,2012
295,Dystopie : Quel livre choisir ?,p1065892,2012-06-01,Commence par Uglies! Tu vas surement adorer!,[],[],[],327,327,101192,2012-05-28,2018-09-16,2012
296,Dystopie : Quel livre choisir ?,p1095672,2012-06-05,Je confirme pour 1984 et la Ferme des Animaux. Et aussi pour Fahreneit 451 de Bradbury.,[],[],[],327,327,101192,2012-05-28,2018-09-16,2012
297,Dystopie : Quel livre choisir ?,p1095972,2012-06-05,"Perso j'adore La Déclaration de Gemma Malley, c'est très différent d'Hunger Games mais j'ai vraiment adoré !!  ",[],['./images/smilies/icon_e_biggrin.gif'],[],327,327,101192,2012-05-28,2018-09-16,2012
298,Dystopie : Quel livre choisir ?,p1096052,2012-06-05,"Coucou,Pour tous ceux qui veulent jeter un oeil, ma biblio en regorge   Jay117, je conseille comme toi Uglies. Ce que citent les autres est génial également.C'est vrai que quand on commence la dystopie, ça devient comme une drogue, j'suis en train de chiner à gauche à droite tout ce qui existe, récent et ancien.",[],['./images/smilies/icon_mrgreen.gif'],[],327,327,101192,2012-05-28,2018-09-16,2012
299,"Hunger Games, un livre pour les filles ?",p1964893,2012-10-19,"Ils disent peut être, ça c'est vrai, parce que l'héroïne est une fille. Mais, par exemple,  mon prof d'Histoire l'a lu et le recommande à tout le monde. Et je crois qu'il est étudié dans certaines écoles américaines, fille ou garçon. Et puis Hunger Games ne s’arrête pas à une histoire de sexe quand même !",[],[],[],202,202,118773,2012-10-18,2018-12-05,2012
